,Unnamed: 0,movieId,title,genres,posters,trailers,ratings,synopsis
683,1249,1552,Con Air (1997),Action|Adventure|Thriller,"https://m.media-amazon.com/images/M/MV5BMGZmNGIxMTYtMmVjMy00YzhkLWIyOTktNTExZGFiYjNiNzdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3353870617?playlistId=tt0118880,6.9,"
                    Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.
            "
684,1250,1554,"Pillow Book, The (1996)",Drama|Romance,,,,"
Add a Plot »
            "
685,1252,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,"https://m.media-amazon.com/images/M/MV5BOTRlOTQ0MzItZjUwYi00MDkwLWIwYTctZTgyNGY3OGQwZWViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi830800153?playlistId=tt0120179,3.9,"
                    A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.
            "
686,1253,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,"https://m.media-amazon.com/images/M/MV5BZTE2YTY3YTMtM2FlMS00YmI3LTgyMWUtM2FhMWIyZWRmMDk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY268_CR16,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3074735641?playlistId=tt1877830,,"
                    The plot is unknown.
            "
687,1255,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,"https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2862656537?playlistId=tt0119282,7.3,"
                    The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.
            "
688,1256,1569,My Best Friend's Wedding (1997),Comedy|Romance,"https://m.media-amazon.com/images/M/MV5BMzRiMGE2MmMtM2RhMy00OWNiLTljYTktOThmMmE1YjY1NjYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi610777881?playlistId=tt0119738,6.3,"
                    When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.
            "
689,1259,1573,Face/Off (1997),Action|Crime|Drama|Thriller,"https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3188700185?playlistId=tt0119094,7.2,"
                    To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.
            "
690,1260,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,,,,
691,1264,1584,Contact (1997),Drama|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2509177369?playlistId=tt0118884,7.5,"
                    Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.
            "
692,1266,1586,G.I. Jane (1997),Action|Drama,"https://m.media-amazon.com/images/M/MV5BYTJhOTY4M2EtNjA2Ny00YjBjLWE4MjItZjRiOTRhMGFjZmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1201996057?playlistId=tt0119173,6.0,"
                    A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.
            "
693,1267,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,"https://m.media-amazon.com/images/M/MV5BMWIxMzQxZjAtMGFkNC00NzYwLWFiMGEtNzZhZjE5MmFiMmMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi488422937?playlistId=tt0082198,6.9,"
                    A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.
            "
694,1268,1588,George of the Jungle (1997),Children|Comedy,"https://m.media-amazon.com/images/M/MV5BNTdiM2VjYjYtZjEwNS00ZWU5LWFkZGYtZGYxMDcwMzY1OTEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1937096217?playlistId=tt0119190,5.5,"
                    A man raised in the jungle by apes falls in love with a wealthy American heiress.
            "
695,1269,1589,Cop Land (1997),Action|Crime|Drama|Thriller,"https://m.media-amazon.com/images/M/MV5BNmNhMzI0NmQtMzU1OS00NzQzLTg0NzctZDJkODZlMjU3OTc5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3387858457?playlistId=tt0118887,6.9,"
                    The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.
            "
696,1270,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1179583001?playlistId=tt0119081,6.7,"
                    A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.
            "
697,1271,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi394920217?playlistId=tt0120177,5.2,"
                    An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.
            "
698,1277,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,"https://m.media-amazon.com/images/M/MV5BMjQ1MTYxMzA4OF5BMl5BanBnXkFtZTgwNjg2NTM1MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2059338009?playlistId=tt0118883,6.7,"
                    A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.
            "
699,1283,1603,Mimic (1997),Horror|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BODk4MjRkODctOTVjNS00MmI2LTg0Y2ItMWQyMzdkZDU3MzMyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3387923993?playlistId=tt0119675,6.0,"
                    Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.
            "
700,1287,1608,Air Force One (1997),Action|Thriller,"https://m.media-amazon.com/images/M/MV5BYTk5NWE2ZjAtZmRmOS00ZGYzLWI5ZmUtMDcwODI0YWY0MTRlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3680287513?playlistId=tt0118571,6.5,"
                    Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.
            "
701,1289,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,"https://m.media-amazon.com/images/M/MV5BZDdkODg3YzctMGVmZS00ZDM5LWIzNTctZDRlMjA5Mjc4MGViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1935457049?playlistId=tt0099810,7.6,"
                    In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?
            "
702,1290,1611,My Own Private Idaho (1991),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BZDgxMGU3YTEtODEzOC00MGVlLTk4OWUtYmY0ODU0OTI1NmMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1536688409?playlistId=tt0102494,7.0,"
                    Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.
            "
703,1292,1614,In & Out (1997),Comedy,"https://m.media-amazon.com/images/M/MV5BYjg1YjI1ODItZDRhYy00MTljLTk2NjItZDQxMDM5Yzg5MDkzXkEyXkFqcGdeQXVyMzY1OTU2NjM@._V1_UY268_CR4,0,182,268_AL_.jpg",,6.6,"
                    A man gets a phone call from an acquaintance, asking for help. They must retrieve something lost inside a train tunnel. They must do it in the middle of the night. ""In"" is an psychological ...
                    See full summary »
            "
704,1293,1615,"Edge, The (1997)",Adventure|Drama,"https://m.media-amazon.com/images/M/MV5BOTU3MGE1OTgtM2YwNC00ODAyLTg3Y2YtYTM0NTc2ZTc3ZDFkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3018916121?playlistId=tt0119051,6.9,"
                    An intellectual billionaire and two other men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.
            "
705,1294,1616,"Peacemaker, The (1997)",Action|Thriller|War,,,,"
                    A dog reunites lovers who parted over a misunderstood letter.
            "
706,1295,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1124073497?playlistId=tt0119488,8.2,"
                    As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.
            "
707,1296,1619,Seven Years in Tibet (1997),Adventure|Drama|War,"https://m.media-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2667560729?playlistId=tt0120102,7.1,"
                    True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.
            "
708,1297,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BMjE2MWE1ZDYtNjNkYS00YjZmLWJkZjctOTYzYTVjMDFiN2M5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",,6.6,"
                    Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.
            "
709,1301,1625,"Game, The (1997)",Drama|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3301942297?playlistId=tt0119174,7.8,"
                    After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.
            "
710,1303,1627,U Turn (1997),Crime|Drama|Mystery,"https://m.media-amazon.com/images/M/MV5BODc0Mjc5MDctNzg1Yi00OGY5LWE5Y2QtZDIyODZiYTgzM2IxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3690594585?playlistId=tt0120399,6.7,"
                    A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.
            "
711,1307,1633,Ulee's Gold (1997),Drama,"https://m.media-amazon.com/images/M/MV5BMjE4NjY3NzA0OF5BMl5BanBnXkFtZTcwMDQ3Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1947009817?playlistId=tt0120402,7.0,"
                    A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts.
            "
712,1308,1635,"Ice Storm, The (1997)",Drama,"https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi754188569?playlistId=tt0119349,7.4,"
                    In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.
            "
713,1309,1639,Chasing Amy (1997),Comedy|Drama|Romance,"https://m.media-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi784532249?playlistId=tt0118842,7.2,"
                    Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.
            "
714,1310,1641,"Full Monty, The (1997)",Comedy|Drama,"https://m.media-amazon.com/images/M/MV5BODg0NWFjMTAtNGZjMC00NmZlLThhZDYtM2MzNTU2NDZiZDVmXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi395116825?playlistId=tt0119164,7.2,"
                    Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.
            "
715,1312,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,,,,
716,1313,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi663666457?playlistId=tt0119345,5.7,"
                    Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.
            "
717,1314,1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2728460569?playlistId=tt0118971,7.5,"
                    An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.
            "
718,1321,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BODI3ZTc5NjktOGMyOC00NjYzLTgwZDYtYmQ4NDc1MmJjMjRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2611282201?playlistId=tt0119177,7.8,"
                    A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
            "
719,1329,1663,Stripes (1981),Comedy|War,"https://m.media-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",,6.9,"
                    Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.
            "
720,1330,1665,Bean (1997),Comedy,"https://m.media-amazon.com/images/M/MV5BYjU2YzY5NDEtM2M3NC00NGM0LTg3MmItNWQ1OWY2ZmNkZTU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1186529561?playlistId=tt0118689,6.5,"
                    The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.
            "
721,1336,1673,Boogie Nights (1997),Drama,"https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2797386265?playlistId=tt0118749,7.9,"
                    Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.
            "
722,1337,1674,Witness (1985),Drama|Romance|Thriller,"https://m.media-amazon.com/images/M/MV5BZWQzYmM5OGYtMDJlOC00M2RlLThhYzgtNjZiOWYxNjlhMDJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3546069785?playlistId=tt0090329,7.4,"
                    When a young Amish boy is sole witness to a murder, policeman John Book goes into hiding in Amish country to protect him until the trial.
            "
723,1339,1676,Starship Troopers (1997),Action|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BNWExNzg3MmMtYjc3MS00MzFlLWJiOWQtNWYxZTgxNjhlZTQ2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1097905177?playlistId=tt0120201,7.2,"
                    Humans in a fascist, militaristic future wage war with giant alien bugs.
            "
724,1340,1678,"Joy Luck Club, The (1993)",Drama|Romance,"https://m.media-amazon.com/images/M/MV5BNWM2MDE1MWMtZDkyNS00YWE2LWFjOWMtODVmYWM3NzZlOTJhXkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_UY268_CR87,0,182,268_AL_.jpg",,,"
                    Gene Siskel and Roger Ebert review True Romance (1993), The Ballad of Little Jo (1993), Kalifornia (1993), The Joy Luck Club (1993) and The Real McCoy (1993). Siskel recommends two videos.
            "
725,1341,1680,Sliding Doors (1998),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BMjU3YzkzNzItNjc5Mi00ZTg3LWFlYmYtYTc4OGYwODA3OTY5XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1199816217?playlistId=tt0120148,6.7,"
                    A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.
            "
726,1342,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,"https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3466199321?playlistId=tt0119707,3.7,"
                    A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion.
            "
727,1343,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1878327577?playlistId=tt0120382,8.1,"
                    An insurance salesman discovers his whole life is actually a reality TV show.
            "
728,1344,1683,"Wings of the Dove, The (1997)",Drama|Romance,"https://m.media-amazon.com/images/M/MV5BZjZjYWE1OWUtNWZjNi00ZTM4LWI4NzItZDYzY2U4OGMxMmRkXkEyXkFqcGdeQXVyMTMyNTQwNTg@._V1_UX182_CR0,0,182,268_AL_.jpg",,8.4,"
Add a Plot »
            "
729,1347,1687,"Jackal, The (1997)",Action|Thriller,"https://m.media-amazon.com/images/M/MV5BYjZjMjE3MGUtNzliOS00ZTJhLTk5MWYtMzRmMjdiMDkxMjNlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2952003865?playlistId=tt0119395,6.4,"
                    An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.
            "
730,1348,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,"https://m.media-amazon.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi257277721?playlistId=tt0118617,7.2,"
                    The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.
            "
731,1350,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BNDljNGZkNmItNDlmMi00YzJhLWJiYWUtNGY4OGEwNmY0ODg4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1570806553?playlistId=tt0118583,6.2,"
                    200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.
            "
732,1352,1693,Amistad (1997),Drama|Mystery,"https://m.media-amazon.com/images/M/MV5BODFmYjRmMmItMzA1OS00YTJmLTlmZTItYzI4NjAzNzMzYjc5XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2161771289?playlistId=tt0118607,7.3,"
                    In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.
            "
733,1353,1694,"Apostle, The (1997)",Drama,"https://m.media-amazon.com/images/M/MV5BNGRkMDZlNGUtMzVmMC00Y2UyLTg0YTYtMjAzZmQ2NmQyNjg1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1183383833?playlistId=tt0118632,7.2,"
                    After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.
            "
734,1357,1701,Deconstructing Harry (1997),Comedy|Drama,"https://m.media-amazon.com/images/M/MV5BMDVjZWJiYzAtMWJkOS00ZDQzLTlkYTItYmMwMGE3YmY1MjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1101070617?playlistId=tt0118954,7.4,"
                    Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.
            "
735,1358,1702,Flubber (1997),Children|Comedy|Fantasy,"https://m.media-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1877131545?playlistId=tt0119137,5.3,"
                    An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.
            "
736,1360,1704,Good Will Hunting (1997),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1281211929?playlistId=tt0119217,8.3,"
                    Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.
            "
737,1361,1707,Home Alone 3 (1997),Children|Comedy,"https://m.media-amazon.com/images/M/MV5BZTJhYjVhOWMtYTUyOS00NWM0LThjNzYtZWYxOTkwN2FhODg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2796355865?playlistId=tt0119303,4.5,"
                    Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.
            "
738,1362,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,"https://m.media-amazon.com/images/M/MV5BNDdlOGM3ODItNDUzZi00MTRlLTliMzUtYjE3ZGY0NzhkNDlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3248029977?playlistId=tt0119668,6.6,"
                    A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.
            "
739,1363,1713,Mouse Hunt (1997),Children|Comedy,,,,
740,1365,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BMDNlM2E2OTUtZTRhZi00ZDU1LWIxODAtN2E5OGZiNmIwMDIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi919641625?playlistId=tt0120082,6.2,"
                    Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.
            "
741,1366,1719,"Sweet Hereafter, The (1997)",Drama,"https://m.media-amazon.com/images/M/MV5BMGI0ZDg1MDctMWQyNC00NWM0LThkZDctMDI0MDUxODcyZjdhXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_UY268_CR110,0,182,268_AL_.jpg",,8.6,"
                    Jughead finds himself in an unexpected situation; The truth about Blossoms' family business is revealed, leaving Cheryl to take matters into her own hands.
            "
742,1367,1721,Titanic (1997),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi907189785?playlistId=tt0120338,7.8,"
                    A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.
            "
743,1368,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,"https://m.media-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3602956569?playlistId=tt0120347,6.5,"
                    James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.
            "
