,movieId,title,genres
949,1186,"Sex, Lies, and Videotape (1989)",Drama
951,1188,Strictly Ballroom (1992),Comedy|Romance
952,1189,"Thin Blue Line, The (1988)",Documentary
953,1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
956,1193,One Flew Over the Cuckoo's Nest (1975),Drama
958,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
959,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
960,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
961,1199,Brazil (1985),Fantasy|Sci-Fi
962,1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
963,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
965,1203,12 Angry Men (1957),Drama
966,1204,Lawrence of Arabia (1962),Adventure|Drama|War
967,1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
968,1207,To Kill a Mockingbird (1962),Drama
969,1208,Apocalypse Now (1979),Action|Drama|War
970,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
971,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
972,1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
973,1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
974,1213,Goodfellas (1990),Crime|Drama
975,1214,Alien (1979),Horror|Sci-Fi
976,1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
977,1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
978,1217,Ran (1985),Drama|War
979,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
980,1219,Psycho (1960),Crime|Horror
981,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
982,1221,"Godfather: Part II, The (1974)",Crime|Drama
983,1222,Full Metal Jacket (1987),Drama|War
984,1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
985,1224,Henry V (1989),Action|Drama|Romance|War
986,1225,Amadeus (1984),Drama
987,1226,"Quiet Man, The (1952)",Drama|Romance
988,1227,Once Upon a Time in America (1984),Crime|Drama
989,1228,Raging Bull (1980),Drama
990,1230,Annie Hall (1977),Comedy|Romance
991,1231,"Right Stuff, The (1983)",Drama
993,1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
994,1234,"Sting, The (1973)",Comedy|Crime
995,1235,Harold and Maude (1971),Comedy|Drama|Romance
997,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
998,1238,Local Hero (1983),Comedy
999,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1000,1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1001,1242,Glory (1989),Drama|War
1002,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1003,1244,Manhattan (1979),Comedy|Drama|Romance
1004,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1005,1246,Dead Poets Society (1989),Drama
1006,1247,"Graduate, The (1967)",Comedy|Drama|Romance
1007,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1008,1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1009,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1010,1251,8 1/2 (8½) (1963),Drama|Fantasy
1011,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1012,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1013,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
1014,1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
1015,1256,Duck Soup (1933),Comedy|Musical|War
1016,1257,Better Off Dead... (1985),Comedy|Romance
1017,1258,"Shining, The (1980)",Horror
1018,1259,Stand by Me (1986),Adventure|Drama
1019,1260,M (1931),Crime|Film-Noir|Thriller
1020,1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1021,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
1022,1263,"Deer Hunter, The (1978)",Drama|War
1023,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1024,1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1025,1266,Unforgiven (1992),Drama|Western
1026,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1027,1268,Pump Up the Volume (1990),Comedy|Drama
1028,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1029,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1030,1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1031,1272,Patton (1970),Drama|War
1032,1273,Down by Law (1986),Comedy|Drama|Film-Noir
1033,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
1034,1275,Highlander (1986),Action|Adventure|Fantasy
1035,1276,Cool Hand Luke (1967),Drama
1036,1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
1037,1278,Young Frankenstein (1974),Comedy|Fantasy
1038,1279,Night on Earth (1991),Comedy|Drama
1039,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1040,1281,"Great Dictator, The (1940)",Comedy|Drama|War
1041,1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1042,1283,High Noon (1952),Drama|Western
1043,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
1044,1285,Heathers (1989),Comedy
1046,1287,Ben-Hur (1959),Action|Adventure|Drama
1047,1288,This Is Spinal Tap (1984),Comedy
1048,1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
1050,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1051,1292,Being There (1979),Comedy|Drama
1052,1293,Gandhi (1982),Drama
1053,1295,"Unbearable Lightness of Being, The (1988)",Drama
1054,1296,"Room with a View, A (1986)",Drama|Romance
1055,1297,Real Genius (1985),Comedy
1056,1298,Pink Floyd: The Wall (1982),Drama|Musical
1057,1299,"Killing Fields, The (1984)",Drama|War
1058,1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
1059,1301,Forbidden Planet (1956),Drama|Sci-Fi
1060,1302,Field of Dreams (1989),Children|Drama|Fantasy
1061,1303,"Man Who Would Be King, The (1975)",Adventure|Drama
1062,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1065,1307,When Harry Met Sally... (1989),Comedy|Romance
1070,1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1071,1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1077,1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
1082,1333,"Birds, The (1963)",Horror|Thriller
1086,1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1087,1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
1088,1342,Candyman (1992),Horror|Thriller
1089,1343,Cape Fear (1991),Thriller
1090,1344,Cape Fear (1962),Crime|Drama|Thriller
1091,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1093,1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1094,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1096,1350,"Omen, The (1976)",Horror|Mystery|Thriller
1099,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
1100,1354,Breaking the Waves (1996),Drama|Mystery
1102,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1103,1357,Shine (1996),Drama|Romance
1104,1358,Sling Blade (1996),Drama
1105,1359,Jingle All the Way (1996),Children|Comedy
1107,1363,"Preacher's Wife, The (1996)",Drama
1108,1365,Ridicule (1996),Drama
1109,1366,"Crucible, The (1996)",Drama
1110,1367,101 Dalmatians (1996),Adventure|Children|Comedy
1111,1370,Die Hard 2 (1990),Action|Adventure|Thriller
1112,1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1113,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1114,1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
1115,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1116,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1117,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1118,1377,Batman Returns (1992),Action|Crime
1119,1378,Young Guns (1988),Action|Comedy|Western
1120,1379,Young Guns II (1990),Action|Western
1121,1380,Grease (1978),Comedy|Musical|Romance
1122,1381,Grease 2 (1982),Comedy|Musical|Romance
1124,1385,Under Siege (1992),Action|Drama|Thriller
1126,1387,Jaws (1975),Action|Horror
1127,1388,Jaws 2 (1978),Horror|Thriller
1130,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1131,1392,Citizen Ruth (1996),Comedy|Drama
1132,1393,Jerry Maguire (1996),Drama|Romance
1133,1394,Raising Arizona (1987),Comedy
1134,1395,Tin Men (1987),Comedy|Drama
1135,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1139,1401,Ghosts of Mississippi (1996),Drama
1141,1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1143,1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1144,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1145,1409,Michael (1996),Comedy|Drama|Fantasy|Romance
1147,1411,Hamlet (1996),Crime|Drama|Romance
1152,1416,Evita (1996),Drama|Musical
1156,1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1158,1425,Fierce Creatures (1997),Comedy
1161,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1163,1431,Beverly Hills Ninja (1997),Action|Comedy
1166,1438,Dante's Peak (1997),Action|Thriller
1169,1441,Benny & Joon (1993),Comedy|Romance
1172,1446,Kolya (Kolja) (1996),Comedy|Drama
1174,1449,Waiting for Guffman (1996),Comedy
1180,1457,Fools Rush In (1997),Comedy|Drama|Romance
1182,1459,Absolute Power (1997),Mystery|Thriller
1184,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1186,1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1188,1466,Donnie Brasco (1997),Crime|Drama
1195,1476,Private Parts (1997),Comedy|Drama
1197,1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1198,1480,Smilla's Sense of Snow (1997),Drama|Thriller
1200,1483,Crash (1996),Drama|Thriller
1202,1485,Liar Liar (1997),Comedy
1205,1488,"Devil's Own, The (1997)",Action|Drama|Thriller
1213,1499,Anaconda (1997),Action|Adventure|Thriller
1214,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1216,1503,8 Heads in a Duffel Bag (1997),Comedy
1221,1513,Romy and Michele's High School Reunion (1997),Comedy
1223,1515,Volcano (1997),Action|Drama|Thriller
1225,1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1226,1518,Breakdown (1997),Action|Thriller
1232,1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1238,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1241,1542,Brassed Off (1996),Comedy|Drama|Romance
1243,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1249,1552,Con Air (1997),Action|Adventure|Thriller
1250,1554,"Pillow Book, The (1996)",Drama|Romance
1252,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1253,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1255,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1256,1569,My Best Friend's Wedding (1997),Comedy|Romance
1259,1573,Face/Off (1997),Action|Crime|Drama|Thriller
1260,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1264,1584,Contact (1997),Drama|Sci-Fi
1266,1586,G.I. Jane (1997),Action|Drama
1267,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1268,1588,George of the Jungle (1997),Children|Comedy
1269,1589,Cop Land (1997),Action|Crime|Drama|Thriller
1270,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
1271,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1277,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1283,1603,Mimic (1997),Horror|Sci-Fi|Thriller
1287,1608,Air Force One (1997),Action|Thriller
1289,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1290,1611,My Own Private Idaho (1991),Drama|Romance
1292,1614,In & Out (1997),Comedy
1293,1615,"Edge, The (1997)",Adventure|Drama
1294,1616,"Peacemaker, The (1997)",Action|Thriller|War
1295,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1296,1619,Seven Years in Tibet (1997),Adventure|Drama|War
1297,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1301,1625,"Game, The (1997)",Drama|Mystery|Thriller
1303,1627,U Turn (1997),Crime|Drama|Mystery
1307,1633,Ulee's Gold (1997),Drama
1308,1635,"Ice Storm, The (1997)",Drama
1309,1639,Chasing Amy (1997),Comedy|Drama|Romance
1310,1641,"Full Monty, The (1997)",Comedy|Drama
1312,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1313,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1314,1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
1321,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1329,1663,Stripes (1981),Comedy|War
1330,1665,Bean (1997),Comedy
1336,1673,Boogie Nights (1997),Drama
1337,1674,Witness (1985),Drama|Romance|Thriller
1339,1676,Starship Troopers (1997),Action|Sci-Fi
1340,1678,"Joy Luck Club, The (1993)",Drama|Romance
1341,1680,Sliding Doors (1998),Drama|Romance
1342,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
1343,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1344,1683,"Wings of the Dove, The (1997)",Drama|Romance
1347,1687,"Jackal, The (1997)",Action|Thriller
1348,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1350,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1352,1693,Amistad (1997),Drama|Mystery
1353,1694,"Apostle, The (1997)",Drama
1357,1701,Deconstructing Harry (1997),Comedy|Drama
1358,1702,Flubber (1997),Children|Comedy|Fantasy
1360,1704,Good Will Hunting (1997),Drama|Romance
1361,1707,Home Alone 3 (1997),Children|Comedy
1362,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1363,1713,Mouse Hunt (1997),Children|Comedy
1365,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1366,1719,"Sweet Hereafter, The (1997)",Drama
1367,1721,Titanic (1997),Drama|Romance
1368,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1369,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
1370,1727,"Horse Whisperer, The (1998)",Drama|Romance
1371,1729,Jackie Brown (1997),Crime|Drama|Thriller
1374,1732,"Big Lebowski, The (1998)",Comedy|Crime
1377,1735,Great Expectations (1998),Drama|Romance
1380,1747,Wag the Dog (1997),Comedy
1381,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1385,1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
1390,1760,Spice World (1997),Comedy
1391,1762,Deep Rising (1998),Action|Horror|Sci-Fi
1393,1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
1396,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
1398,1777,"Wedding Singer, The (1998)",Comedy|Romance
1399,1779,Sphere (1998),Sci-Fi|Thriller
1401,1784,As Good as It Gets (1997),Comedy|Drama|Romance
1405,1792,U.S. Marshals (1998),Action|Crime|Thriller
1410,1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1411,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1413,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1416,1810,Primary Colors (1998),Comedy|Drama
1426,1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1428,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1429,1835,City of Angels (1998),Drama|Fantasy|Romance
1434,1845,Zero Effect (1998),Comedy|Mystery|Thriller
1445,1862,Species II (1998),Horror|Sci-Fi
1455,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1460,1882,Godzilla (1998),Action|Sci-Fi|Thriller
1461,1883,Bulworth (1998),Comedy|Drama|Romance
1462,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1463,1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1465,1888,Hope Floats (1998),Comedy|Drama|Romance
1468,1892,"Perfect Murder, A (1998)",Thriller
1470,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1471,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1480,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1481,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1483,1911,Dr. Dolittle (1998),Comedy
1484,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1485,1913,Picnic at Hanging Rock (1975),Drama|Mystery
1487,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1488,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1489,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1490,1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1491,1921,Pi (1998),Drama|Sci-Fi|Thriller
1493,1923,There's Something About Mary (1998),Comedy|Romance
1496,1927,All Quiet on the Western Front (1930),Action|Drama|War
1498,1931,Mutiny on the Bounty (1935),Adventure|Drama
1505,1939,"Best Years of Our Lives, The (1946)",Drama|War
1510,1944,From Here to Eternity (1953),Drama|Romance|War
1511,1945,On the Waterfront (1954),Crime|Drama
1513,1947,West Side Story (1961),Drama|Musical|Romance
1515,1949,"Man for All Seasons, A (1966)",Drama
1516,1950,In the Heat of the Night (1967),Drama|Mystery
1517,1951,Oliver! (1968),Drama|Musical
1518,1952,Midnight Cowboy (1969),Drama
1519,1953,"French Connection, The (1971)",Action|Crime|Thriller
1520,1954,Rocky (1976),Drama
1521,1955,Kramer vs. Kramer (1979),Drama
1522,1956,Ordinary People (1980),Drama
1523,1957,Chariots of Fire (1981),Drama
1524,1958,Terms of Endearment (1983),Comedy|Drama
1525,1959,Out of Africa (1985),Drama|Romance
1526,1960,"Last Emperor, The (1987)",Drama
1527,1961,Rain Man (1988),Drama
1528,1962,Driving Miss Daisy (1989),Drama
1529,1963,Take the Money and Run (1969),Comedy|Crime
1530,1964,Klute (1971),Drama|Mystery
1531,1965,Repo Man (1984),Comedy|Sci-Fi
1533,1967,Labyrinth (1986),Adventure|Fantasy|Musical
1534,1968,"Breakfast Club, The (1985)",Comedy|Drama
1537,1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1540,1974,Friday the 13th (1980),Horror|Mystery|Thriller
1548,1982,Halloween (1978),Horror
1554,1991,Child's Play (1988),Horror|Thriller
1557,1994,Poltergeist (1982),Horror|Thriller
1560,1997,"Exorcist, The (1973)",Horror|Mystery
1563,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1564,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1565,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1566,2003,Gremlins (1984),Comedy|Horror
1567,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
1568,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1569,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1571,2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1572,2010,Metropolis (1927),Drama|Sci-Fi
1573,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1574,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1575,2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1577,2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1580,2018,Bambi (1942),Animation|Children|Drama
1581,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1582,2020,Dangerous Liaisons (1988),Drama|Romance
1583,2021,Dune (1984),Adventure|Sci-Fi
1584,2022,"Last Temptation of Christ, The (1988)",Drama
1585,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1590,2028,Saving Private Ryan (1998),Action|Drama|War
1596,2034,"Black Hole, The (1979)",Children|Sci-Fi
1603,2042,D2: The Mighty Ducks (1994),Children|Comedy
1607,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1613,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1614,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1618,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1620,2060,BASEketball (1998),Comedy
1623,2064,Roger & Me (1989),Documentary
1624,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1626,2067,Doctor Zhivago (1965),Drama|Romance|War
1631,2072,"'burbs, The (1989)",Comedy
1635,2076,Blue Velvet (1986),Drama|Mystery|Thriller
1637,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1639,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1640,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1641,2082,"Mighty Ducks, The (1992)",Children|Comedy
1642,2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1644,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1646,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
1647,2088,Popeye (1980),Adventure|Comedy|Musical
1649,2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1651,2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
1652,2093,Return to Oz (1985),Adventure|Children|Fantasy
1653,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1655,2096,Sleeping Beauty (1959),Animation|Children|Musical
1659,2100,Splash (1984),Comedy|Fantasy|Romance
1664,2105,Tron (1982),Action|Adventure|Sci-Fi
1667,2108,L.A. Story (1991),Comedy|Romance
1668,2109,"Jerk, The (1979)",Comedy
1669,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1671,2112,Grand Canyon (1991),Crime|Drama
1673,2114,"Outsiders, The (1983)",Drama
1674,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1675,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1676,2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1677,2118,"Dead Zone, The (1983)",Thriller
1681,2122,Children of the Corn (1984),Horror|Thriller
1683,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
1684,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1685,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1686,2130,Atlantic City (1980),Crime|Drama|Romance
1688,2132,Who's Afraid of Virginia Woolf? (1966),Drama
1689,2133,Adventures in Babysitting (1987),Adventure|Comedy
1690,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1691,2135,Doctor Dolittle (1967),Adventure|Children|Musical
1692,2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
1693,2137,Charlotte's Web (1973),Animation|Children
1694,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1695,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1696,2140,"Dark Crystal, The (1982)",Adventure|Fantasy
1697,2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1698,2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1699,2143,Legend (1985),Adventure|Fantasy|Romance
1700,2144,Sixteen Candles (1984),Comedy|Romance
1701,2145,Pretty in Pink (1986),Comedy|Drama|Romance
1702,2146,St. Elmo's Fire (1985),Drama|Romance
1706,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
1709,2153,"Avengers, The (1998)",Action|Adventure
1715,2160,Rosemary's Baby (1968),Drama|Horror|Thriller
1716,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1722,2167,Blade (1998),Action|Horror|Thriller
1729,2174,Beetlejuice (1988),Comedy|Fantasy
1730,2176,Rope (1948),Crime|Drama|Thriller
1737,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
1740,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1742,2188,54 (1998),Drama
1747,2193,Willow (1988),Action|Adventure|Fantasy
1748,2194,"Untouchables, The (1987)",Action|Crime|Drama
1754,2202,Lifeboat (1944),Drama|War
1769,2231,Rounders (1998),Drama
1770,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
1776,2243,Broadcast News (1987),Comedy|Drama|Romance
1777,2245,Working Girl (1988),Comedy|Drama|Romance
1778,2247,Married to the Mob (1988),Comedy
1779,2248,Say Anything... (1989),Comedy|Drama|Romance
1783,2253,Toys (1992),Comedy|Fantasy
1795,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
1796,2269,Indecent Proposal (1993),Drama|Romance
1799,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
1802,2278,Ronin (1998),Action|Crime|Thriller
1803,2279,Urban Legend (1998),Horror|Thriller
1805,2282,Pecker (1998),Comedy|Drama
1810,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1811,2289,"Player, The (1992)",Comedy|Crime|Drama
1813,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
1815,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
1817,2296,"Night at the Roxbury, A (1998)",Comedy
1818,2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
1819,2300,"Producers, The (1968)",Comedy
1820,2301,History of the World: Part I (1981),Comedy|Musical
1821,2302,My Cousin Vinny (1992),Comedy
1822,2303,Nashville (1975),Drama|Musical
1827,2311,2010: The Year We Make Contact (1984),Sci-Fi
1829,2313,"Elephant Man, The (1980)",Drama
1832,2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
1833,2318,Happiness (1998),Comedy|Drama
1835,2321,Pleasantville (1998),Comedy|Drama|Fantasy
1836,2322,Soldier (1998),Action|Sci-Fi|War
1838,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1842,2328,Vampires (1998),Horror|Western
1843,2329,American History X (1998),Crime|Drama
1846,2333,Gods and Monsters (1998),Drama
1847,2334,"Siege, The (1998)",Action|Thriller
1848,2335,"Waterboy, The (1998)",Comedy
1849,2336,Elizabeth (1998),Drama
1851,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1853,2340,Meet Joe Black (1998),Romance
1863,2352,"Big Chill, The (1983)",Comedy|Drama
1864,2353,Enemy of the State (1998),Action|Thriller
